transcribe.onset,transcribe.offset,transcribe.source,transcribe.content,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
5014719,01:23:34.719,m,you'll wait in the car,1,car,,,,,1,you,,,,,,
5018195,01:23:38.195,m,car,1,car,,,,,0,,,,,,,
5020894,01:23:40.894,m,in the car,1,car,,,,,0,,,,,,,
5025855,01:23:45.855,m,on the floor,1,floor,,,,,0,,,,,,,
5026538,01:23:46.538,m,you wanna do it on the floor?,1,floor,,,,,2,you,it,,,,,
5028273,01:23:48.273,m,we could do it on the floor,1,floor,,,,,2,we,it,,,,,
5033237,01:23:53.237,m,it's not super easy to change you in this,0,,,,,,3,it,you,this,,,,
5037174,01:23:57.174,m,here I see,0,,,,,,1,i,,,,,,
5040395,01:24:00.395,m,here,0,,,,,,0,,,,,,,
5042379,01:24:02.379,m,you have to,0,,,,,,1,you,,,,,,
5045014,01:24:05.14,m,here,0,,,,,,0,,,,,,,
5045575,01:24:05.575,m,sit up,0,,,,,,0,,,,,,,
5048211,01:24:08.211,m,okay,0,,,,,,0,,,,,,,
5048704,01:24:08.704,m,now xxx,0,,,,,,0,,,,,,,
5054657,01:24:14.657,m,wht do you think?,0,,,,,,1,you,,,,,,
5055806,01:24:15.806,m,you want an omelette for lunch?,2,omelette,lunch,,,,1,you,,,,,,
5059227,01:24:19.227,m,no,0,,,,,,0,,,,,,,
5060652,01:24:20.652,m,do you want,0,,,,,,1,you,,,,,,
5063601,01:24:23.601,m,maybe a little risotto with peas,2,risotto,peas,,,,0,,,,,,,
5069243,01:24:29.243,m,risotto with peas?,2,risotto,peas,,,,0,,,,,,,
5071225,01:24:31.225,m,you've had that,0,,,,,,2,you,that,,,,,
5076964,01:24:36.964,m,no,0,,,,,,0,,,,,,,
5077489,01:24:37.489,m,it's just wet,0,,,,,,1,it,,,,,,
5079625,01:24:39.625,m,no it's not poop,1,poop,,,,,1,it,,,,,,
5080465,01:24:40.465,m,it's just wet,0,,,,,,1,it,,,,,,
5088000,01:24:48.0,m,no poop,1,poop,,,,,0,,,,,,,
5091968,01:24:51.968,m,I'm sorry but there's no poop,1,poop,,,,,1,i,,,,,,
5092750,01:24:52.750,m,it's just wet,0,,,,,,1,it,,,,,,
5098144,01:24:58.144,m,oh,0,,,,,,0,,,,,,,
5098606,01:24:58.606,m,it's smells like poop because your diaper xxx is dirty,2,poop,diaper,,,,2,it,your,,,,,
5105490,01:25:05.490,m,it's not,0,,,,,,1,it,,,,,,
5106141,01:25:06.141,m,you smell it honey,1,honey,,,,,2,you,it,,,,,
5106946,01:25:06.946,m,but that's from old diapers,1,diapers,,,,,1,that,,,,,,
5108556,01:25:08.556,m,which is gross,0,,,,,,0,,,,,,,
5120183,01:25:20.183,m,what you have in your bottom here?,1,bottom,,,,,2,you,your,,,,,
5125762,01:25:25.762,m,you have stuff in your bottom,2,stuff,bottom,,,,2,you,your,,,,,
5137790,01:25:37.790,m,you do need a little cream though,1,cream,,,,,1,you,,,,,,
5149731,01:25:49.731,m,it's a little bit red,0,,,,,,1,it,,,,,,
5156701,01:25:56.701,m,oh,0,,,,,,0,,,,,,,
5158502,01:25:58.502,m,I don't know how,0,,,,,,1,i,,,,,,
5159522,01:25:59.522,m,I'm gonna make it through the day,1,day,,,,,1,i,,,,,,
5161073,01:26:01.73,m,your mom is very tired,1,mom,,,,,1,your,,,,,,
5176976,01:26:16.976,m,what do you have?,0,,,,,,1,you,,,,,,
5182372,01:26:22.372,m,you want some food?,1,food,,,,,1,you,,,,,,
5186710,01:26:26.710,m,momma,1,momma,,,,,0,,,,,,,
5187457,01:26:27.457,m,momma just change your diaper,2,momma,diaper,,,,1,your,,,,,,
5200319,01:26:40.319,m,you wanna learn how to use the potty?,1,potty,,,,,1,you,,,,,,
5202801,01:26:42.801,m,no?,0,,,,,,0,,,,,,,
5204722,01:26:44.722,m,you are gonna learn soon,0,,,,,,1,you,,,,,,
5209000,01:26:49.0,m,big girls use the potty,2,girls,potty,,,,0,,,,,,,
5214831,01:26:54.831,m,it'll be fun,0,,,,,,1,it,,,,,,
5217000,01:26:57.0,m,you will have,0,,,,,,1,you,,,,,,
5217650,01:26:57.650,m,you'll have your own real potty,1,potty,,,,,2,you,your,,,,,
5220134,01:27:00.134,m,and then you can wear underwear,1,underwear,,,,,1,you,,,,,,
5222861,01:27:02.861,m,and then you won't have to use diapers anymore,1,diapers,,,,,1,you,,,,,,
5227321,01:27:07.321,m,and you could do it,0,,,,,,2,you,it,,,,,
5229185,01:27:09.185,m,you can pull you underwear up and down,1,underwear,,,,,2,you,your,,,,,
5236033,01:27:16.33,m,and a bra?,1,bra,,,,,0,,,,,,,
5236997,01:27:16.997,m,you have a while for the bra,1,bra,,,,,1,you,,,,,,
5239045,01:27:19.45,m,no bra,1,bra,,,,,0,,,,,,,
5240001,01:27:20.1,m,you got a while yet,0,,,,,,1,you,,,,,,
5259597,01:27:39.597,m,you think that's a fire truck?,1,firetruck,,,,,1,you,,,,,,
5265702,01:27:45.702,m,[laugh],0,,,,,,0,,,,,,,
5266324,01:27:46.324,m,that's how the fire truck goes?,1,firetruck,,,,,1,that,,,,,,
5268668,01:27:48.668,m,[sound effect],0,,,,,,0,,,,,,,
5275058,01:27:55.58,m,are you tired honey?,1,honey,,,,,1,you,,,,,,
5276139,01:27:56.139,m,yawning,0,,,,,,0,,,,,,,
5277876,01:27:57.876,m,I think you're tired too,0,,,,,,2,i,you,,,,,
5281766,01:28:01.766,m,yeah,0,,,,,,0,,,,,,,
5282233,01:28:02.233,m,I think you need to learn how to sleep until it's a late hour,1,hour,,,,,1,you,,,,,,
5287999,01:28:07.999,m,because you wake momma up,1,momma,,,,,1,you,,,,,,
5290167,01:28:10.167,m,you make yourself up,0,,,,,,2,you,yourself,,,,,
5292183,01:28:12.183,m,and then everybody's tired,0,,,,,,0,,,,,,,
5294537,01:28:14.537,m,but you get to take a nap,1,nap,,,,,1,you,,,,,,
5295839,01:28:15.839,m,and momma doesn't,1,momma,,,,,0,,,,,,,
5298465,01:28:18.465,m,momma has to go to work,2,momma,work,,,,0,,,,,,,
5306624,01:28:26.624,m,okay,0,,,,,,0,,,,,,,
5307742,01:28:27.742,m,lets gonna wash your hands,1,hands,,,,,1,your,,,,,,
5312918,01:28:32.918,m,okay,0,,,,,,0,,,,,,,
5313352,01:28:33.352,m,but let momma wash your hands first,2,momma,hands,,,,1,your,,,,,,
5314468,01:28:34.468,m,because I just changed your diaper,1,diaper,,,,,2,i,your,,,,,
5345776,01:29:05.776,m,what did you say baby?,1,baby,,,,,1,you,,,,,,
5350240,01:29:10.240,m,what?,0,,,,,,0,,,,,,,
5354033,01:29:14.33,m,momma put what?,1,momma,,,,,0,,,,,,,
5357688,01:29:17.688,m,momma put cream on your tushy,3,momma,cream,tushy,,,1,your,,,,,,
5359084,01:29:19.84,m,yes,0,,,,,,0,,,,,,,
5362573,01:29:22.573,m,momma put cream in your tushy,3,momma,cream,tushy,,,1,your,,,,,,
5363723,01:29:23.723,m,because it was a little red,0,,,,,,1,it,,,,,,
5369115,01:29:29.115,m,on Stella's tushy?,2,stella,tushy,,,,0,,,,,,,
5371008,01:29:31.8,m,Stella's tushy has so much cream,3,stella,tushy,cream,,,0,,,,,,,
5377607,01:29:37.607,m,on what?,0,,,,,,0,,,,,,,
5380461,01:29:40.461,m,on the what?,0,,,,,,0,,,,,,,
5385130,01:29:45.130,m,on the back,1,back,,,,,0,,,,,,,
5393532,01:29:53.532,m,you put cream on the back,1,cream,back,,,,1,you,,,,,,
5401468,01:30:01.468,m,are you gonna help momma when you have a little bbay brother or sister?,4,momma,baby,brother,sister,,2,you,you,,,,,
5405529,01:30:05.529,m,are you gonna help momma?,1,momma,,,,,1,you,,,,,,
5407981,01:30:07.981,m,and you are gonna have you own baby,1,baby,,,,,2,you,your,,,,,
5416692,01:30:16.692,m,yeah,0,,,,,,0,,,,,,,
5417500,01:30:17.500,m,you are gonna have,0,,,,,,1,you,,,,,,
5418426,01:30:18.426,m,you want a sister or brother?,2,sister,brother,,,,1,you,,,,,,
5421248,01:30:21.248,m,okay well it'll be a baby but,1,baby,,,,,1,it,,,,,,
5423253,01:30:23.253,m,do you want a baby sister,2,baby,sister,,,,1,you,,,,,,
5424557,01:30:24.557,m,or baby brother?,2,baby,brother,,,,0,,,,,,,
5428803,01:30:28.803,m,Emilia,1,emilia,,,,,0,,,,,,,
5429301,01:30:29.301,m,come here,0,,,,,,0,,,,,,,
5432496,01:30:32.496,m,you want the what?,0,,,,,,1,you,,,,,,
5435626,01:30:35.626,m,oh honey,1,honey,,,,,0,,,,,,,
5436557,01:30:36.557,m,you want the magnets?,1,magnets,,,,,1,you,,,,,,
5443284,01:30:43.284,m,you want the puzzles,1,puzzles,,,,,1,you,,,,,,
5444370,01:30:44.370,m,the puzzles are over here,1,puzzles,,,,,0,,,,,,,
5446876,01:30:46.876,m,here you wanna play with this puzzle,1,puzzle,,,,,2,you,this,,,,,
5453793,01:30:53.793,m,this?,0,,,,,,1,this,,,,,,
5455248,01:30:55.248,m,no,0,,,,,,0,,,,,,,
5455868,01:30:55.868,m,that's not for you,0,,,,,,2,that,you,,,,,
5459279,01:30:59.279,m,this?,0,,,,,,1,this,,,,,,
5460925,01:31:00.925,m,no,0,,,,,,0,,,,,,,
5463033,01:31:03.33,m,I know what you want,0,,,,,,2,i,you,,,,,
5464054,01:31:04.54,m,no,0,,,,,,0,,,,,,,
5466067,01:31:06.67,m,no,0,,,,,,0,,,,,,,
5469571,01:31:09.571,m,honey momma doesn't want,2,honey,momma,,,,0,,,,,,,
5470969,01:31:10.969,m,hold on,0,,,,,,0,,,,,,,
5471989,01:31:11.989,m,okay,0,,,,,,0,,,,,,,
5472613,01:31:12.613,m,actually you can have this,0,,,,,,2,you,this,,,,,
5476270,01:31:16.270,m,the petals are gone,1,petals,,,,,0,,,,,,,
5479077,01:31:19.77,m,you were the,0,,,,,,1,you,,,,,,
5479569,01:31:19.569,m,you already were the flower girl,2,flower,girl,,,,1,you,,,,,,
5480998,01:31:20.998,m,remember,0,,,,,,0,,,,,,,
5481614,01:31:21.614,m,in aunt's wedding,2,aunt,wedding,,,,0,,,,,,,
5482763,01:31:22.763,m,you don't have to practice anymore,0,,,,,,1,you,,,,,,
5486791,01:31:26.791,m,do you remember?,0,,,,,,1,you,,,,,,
5488221,01:31:28.221,m,do you remember aunt's xxx wedding?,2,aunt,wedding,,,,1,you,,,,,,
5494049,01:31:34.49,m,do you remember going down the aisle with auntie Jessica and Natalie?,4,aisle,auntie,jessica,natalie,,1,you,,,,,,
5500142,01:31:40.142,m,do you remember daddy talking in the front?,2,daddy,front,,,,1,you,,,,,,
5503523,01:31:43.523,m,ah?,0,,,,,,0,,,,,,,
5506093,01:31:46.93,m,and were you playing?,0,,,,,,1,you,,,,,,
5509224,01:31:49.224,m,with eveybody at the wedding,1,wedding,,,,,0,,,,,,,
5511132,01:31:51.132,m,and were you,0,,,,,,1,you,,,,,,
5512311,01:31:52.311,m,did you see grandma?,1,grandma,,,,,1,you,,,,,,
5514232,01:31:54.232,m,and great grandma?,1,greatgrandma,,,,,0,,,,,,,
5516449,01:31:56.449,m,and uncle John?,1,unclejohn,,,,,0,,,,,,,
5518307,01:31:58.307,m,and,0,,,,,,0,,,,,,,
5521163,01:32:01.163,m,grandpa?,1,grandpa,,,,,0,,,,,,,
5523826,01:32:03.826,m,what's the matter?,0,,,,,,0,,,,,,,
5532416,01:32:12.416,m,does it hurts?,0,,,,,,1,it,,,,,,
5535055,01:32:15.55,m,honey I'm sorry,1,honey,,,,,1,it,,,,,,
5536047,01:32:16.47,m,it will go away soon,0,,,,,,1,it,,,,,,
5537005,01:32:17.5,m,momma doesn't know what else to do,1,momma,,,,,0,,,,,,,
5539082,01:32:19.82,m,just a little cut,1,cut,,,,,0,,,,,,,
5541191,01:32:21.191,m,but sometimes little cuts hurt a lot,1,cuts,,,,,0,,,,,,,
5544899,01:32:24.899,m,no,0,,,,,,0,,,,,,,
5545555,01:32:25.555,m,you are okay,0,,,,,,1,you,,,,,,
5549306,01:32:29.306,m,you might be a little tired though,0,,,,,,1,you,,,,,,
5560152,01:32:40.152,m,should we read a book?,1,book,,,,,1,we,,,,,,
5561679,01:32:41.679,m,okay,0,,,,,,0,,,,,,,
5562112,01:32:42.112,m,do you wanna read?,0,,,,,,1,you,,,,,,
5562828,01:32:42.828,m,should we read?,0,,,,,,1,we,,,,,,
5563604,01:32:43.604,m,finish Bubble Trouble?,1,book2,,,,,0,,,,,,,
5564129,01:32:44.129,m,or you wanna read Merry Christmas Strega Nona?,1,book1,,,,,1,you,,,,,,
5567602,01:32:47.602,m,Strega Nona,1,book1,,,,,0,,,,,,,
5569234,01:32:49.234,m,okay,0,,,,,,0,,,,,,,
5571715,01:32:51.715,m,you are gonna go down?,0,,,,,,1,you,,,,,,
5572109,01:32:52.109,m,okay,0,,,,,,0,,,,,,,
5572396,01:32:52.396,m,okay,0,,,,,,0,,,,,,,
5583702,01:33:03.702,m,all right,0,,,,,,0,,,,,,,
5623469,01:33:43.469,m,what's the matter honey?,1,honey,,,,,0,,,,,,,
5628346,01:33:48.346,m,honey,1,honey,,,,,0,,,,,,,
5630797,01:33:50.797,m,cream?,1,cream,,,,,0,,,,,,,
5632748,01:33:52.748,m,I don't think the cream is gonna help,1,cream,,,,,1,i,,,,,,
5637122,01:33:57.122,m,it does the bandaid bother you or the cut?,2,bandaid,cut,,,,1,you,,,,,,
5645554,01:34:05.554,m,you want cream?,1,cream,,,,,1,you,,,,,,
5649739,01:34:09.739,m,another what?,0,,,,,,0,,,,,,,
5652439,01:34:12.439,m,another what?,0,,,,,,0,,,,,,,
5655287,01:34:15.287,m,another one of what honey?,2,one,honey,,,,0,,,,,,,
5659591,01:34:19.591,m,momma get up?,1,momma,,,,,0,,,,,,,
5673123,01:34:33.123,m,what do you want sweetheart?,1,sweetheart,,,,,1,you,,,,,,
5678359,01:34:38.359,m,you want,0,,,,,,1,you,,,,,,
5681459,01:34:41.459,m,you want this cream?,1,cream,,,,,2,you,this,,,,,
5684837,01:34:44.837,m,you want,0,,,,,,1,you,,,,,,
5685599,01:34:45.599,m,a bandaid?,1,bandaid,,,,,0,,,,,,,
5689072,01:34:49.72,m,the vaseline?,1,vaseline,,,,,0,,,,,,,
5690556,01:34:50.556,m,oh okay,0,,,,,,0,,,,,,,
5692850,01:34:52.850,m,all right,0,,,,,,0,,,,,,,
5693319,01:34:53.319,m,you want momma to put some vaseline on it?,2,momma,vaseline,,,,2,you,it,,,,,
5696938,01:34:56.938,m,okay,0,,,,,,0,,,,,,,
5697482,01:34:57.482,m,we can do that,0,,,,,,2,we,that,,,,,
5698420,01:34:58.420,m,but,0,,,,,,0,,,,,,,
5699906,01:34:59.906,m,you are gonna have to take off your bandaid,1,bandaid,,,,,2,you,your,,,,,
5702605,01:35:02.605,m,okay,0,,,,,,0,,,,,,,
5703904,01:35:03.904,m,lets see if can slip it off,0,,,,,,1,it,,,,,,
5707256,01:35:07.256,m,where's the vaseline?,1,vaseline,,,,,0,,,,,,,
5708307,01:35:08.307,m,you want some for your lips too?,1,lips,,,,,2,you,your,,,,,
5710883,01:35:10.883,m,okay,0,,,,,,0,,,,,,,
5711999,01:35:11.999,m,just on your finger?,1,finger,,,,,1,your,,,,,,
5715468,01:35:15.468,m,okay,0,,,,,,0,,,,,,,
5718356,01:35:18.356,m,xxx,0,,,,,,0,,,,,,,
5720647,01:35:20.647,m,let me see this offensive cut,1,cut,,,,,2,me,this,,,,,
5723534,01:35:23.534,m,oh I see it so well,0,,,,,,2,i,it,,,,,
5728770,01:35:28.770,m,it's so well honey,1,honey,,,,,1,it,,,,,,
5732243,01:35:32.243,m,yeah,0,,,,,,0,,,,,,,
5733668,01:35:33.668,m,xxx what it is,0,,,,,,1,it,,,,,,
5741169,01:35:41.169,m,let me see your other finger,1,finger,,,,,2,me,your,,,,,
5751400,01:35:51.400,m,cream,1,cream,,,,,0,,,,,,,
5753849,01:35:53.849,m,is that better?,0,,,,,,1,that,,,,,,
5757857,01:35:57.857,m,put the bandaid back on?,1,bandaid,,,,,0,,,,,,,
5761793,01:36:01.793,m,xxx,0,,,,,,0,,,,,,,
5773051,01:36:13.51,m,we have to get a new bandaid,1,bandaid,,,,,1,we,,,,,,
5777358,01:36:17.358,m,yeah,0,,,,,,0,,,,,,,
5777855,01:36:17.855,m,maybe,0,,,,,,0,,,,,,,
5778476,01:36:18.476,m,let's see,0,,,,,,0,,,,,,,
5779980,01:36:19.980,m,yeah,0,,,,,,0,,,,,,,
5781030,01:36:21.30,m,let's just get a new bandaid,1,bandaid,,,,,0,,,,,,,
5782676,01:36:22.676,m,a new bandaid,1,bandaid,,,,,0,,,,,,,
5786119,01:36:26.119,m,that one,1,one,,,,,1,that,,,,,,
5786828,01:36:26.828,m,well,0,,,,,,0,,,,,,,
5787616,01:36:27.616,m,once you take a bandaid off it's hard to get it back on,1,bandaid,,,,,2,you,it,,,,,
5799572,01:36:39.572,m,you want the bandaid,1,bandaid,,,,,1,you,,,,,,
5800410,01:36:40.410,m,okay cool,0,,,,,,0,,,,,,,
5804812,01:36:44.812,m,what's what?,0,,,,,,0,,,,,,,
5805803,01:36:45.803,m,that's the vaseline,1,vaseline,,,,,1,that,,,,,,
5808996,01:36:48.996,m,oh,0,,,,,,0,,,,,,,
5810888,01:36:50.888,m,that's the box of bandaids,2,box,bandaids,,,,1,that,,,,,,
5814423,01:36:54.423,m,yes,0,,,,,,0,,,,,,,
5821308,01:37:01.308,m,Emilia,1,emilia,,,,,0,,,,,,,
5824065,01:37:04.65,m,what's Emilia's lastname?,2,emilia,lastname,,,,0,,,,,,,
5826294,01:37:06.294,m,what's your last name?,1,lastname,,,,,1,your,,,,,,
5828187,01:37:08.187,m,Thomas,1,thomas,,,,,0,,,,,,,
5829336,01:37:09.336,m,Emilia Thomas,1,emilia,thomas,,,,0,,,,,,,
5832538,01:37:12.538,m,okay,0,,,,,,0,,,,,,,
5834363,01:37:14.363,m,here,0,,,,,,0,,,,,,,
5836817,01:37:16.817,m,xxx finger,1,finger,,,,,0,,,,,,,
5837712,01:37:17.712,m,wait is this finger here,1,finger,,,,,1,this,,,,,,
5851305,01:37:31.305,m,that really hurts?,0,,,,,,1,that,,,,,,
5853632,01:37:33.632,m,momma is sorry it hurts honey,2,momma,honey,,,,1,it,,,,,,
5854935,01:37:34.935,m,I don't know why it hurts so much,0,,,,,,2,i,it,,,,,
5858442,01:37:38.442,m,I don't know what happen,0,,,,,,1,i,,,,,,
5859401,01:37:39.401,m,you know what happened?,0,,,,,,1,you,,,,,,
5862255,01:37:42.255,m,when did it start to hurt?,0,,,,,,1,it,,,,,,
5868241,01:37:48.241,m,in the kitchen?,1,kitchen,,,,,0,,,,,,,
5870629,01:37:50.629,m,did,0,,,,,,0,,,,,,,
5871183,01:37:51.183,m,did something happen in the kitchen?,1,kitchen,,,,,0,,,,,,,
5874531,01:37:54.531,m,you were on the counter,1,counter,,,,,1,you,,,,,,
5875681,01:37:55.681,m,hmm,0,,,,,,0,,,,,,,
5879212,01:37:59.212,m,momma shouldn't,1,momma,,,,,0,,,,,,,
5880206,01:38:00.206,m,oh you squeezed the lemon,1,lemon,,,,,1,you,,,,,,
5881604,01:38:01.604,m,and then it hurt,0,,,,,,1,it,,,,,,
5883587,01:38:03.587,m,oh,0,,,,,,0,,,,,,,
5885344,01:38:05.344,m,this is,0,,,,,,1,this,,,,,,
5886024,01:38:06.24,m,this is the lasting pain from the lemon,2,pain,lemon,,,,1,this,,,,,,
5889965,01:38:09.965,m,oh wow,0,,,,,,0,,,,,,,
5890643,01:38:10.643,m,that's a powerful lemon,1,lemon,,,,,1,that,,,,,,
5892844,01:38:12.844,m,yeah,0,,,,,,0,,,,,,,
5895050,01:38:15.50,m,come on,0,,,,,,0,,,,,,,
5900774,01:38:20.774,m,what,0,,,,,,0,,,,,,,
5901212,01:38:21.212,m,what,0,,,,,,0,,,,,,,
5901674,01:38:21.674,m,what do you want honey?,1,honey,,,,,1,you,,,,,,
5904060,01:38:24.60,m,you wanna read?,0,,,,,,1,you,,,,,,
5905552,01:38:25.552,m,okay,0,,,,,,0,,,,,,,
5906075,01:38:26.75,m,should we finish,0,,,,,,1,we,,,,,,
5906727,01:38:26.727,m,should we keep reading Merry Christmas Strega Nona?,1,book1,,,,,1,we,,,,,,
5909733,01:38:29.733,m,okay,0,,,,,,0,,,,,,,
5911348,01:38:31.348,m,momma loves Strega Nona,2,momma,book1,,,,0,,,,,,,
5915318,01:38:35.318,m,you walking that?,0,,,,,,2,you,that,,,,,
5916771,01:38:36.771,m,okay,0,,,,,,0,,,,,,,
5917610,01:38:37.610,m,do you want momma to read?,1,momma,,,,,1,you,,,,,,
5919438,01:38:39.438,m,okay,0,,,,,,0,,,,,,,
6005838,01:40:05.838,m,Emilia,1,emilia,,,,,0,,,,,,,
6006646,01:40:06.646,m,come here,0,,,,,,0,,,,,,,
6007729,01:40:07.729,m,momma's reading you,1,momma,,,,,1,you,,,,,,
6011079,01:40:11.79,m,Emilia,1,emilia,,,,,0,,,,,,,
6021523,01:40:21.523,m,oh,0,,,,,,0,,,,,,,
6022665,01:40:22.665,m,momma can't walk and read,1,momma,,,,,0,,,,,,,
6026885,01:40:26.885,m,you want momma to read or walk on that?,1,momma,,,,,2,you,that,,,,,
6029799,01:40:29.799,m,walk on that?,0,,,,,,1,that,,,,,,
6031596,01:40:31.596,m,okay,0,,,,,,0,,,,,,,
6036991,01:40:36.991,m,[sound effect],0,,,,,,0,,,,,,,
6040243,01:40:40.243,m,[sound effect],0,,,,,,0,,,,,,,
6040714,01:40:40.714,m,walk,0,,,,,,0,,,,,,,
6041025,01:40:41.25,m,walk,0,,,,,,0,,,,,,,
6041259,01:40:41.259,m,walk,0,,,,,,0,,,,,,,
6041630,01:40:41.630,m,walk,0,,,,,,0,,,,,,,
6041985,01:40:41.985,m,walk,0,,,,,,0,,,,,,,
6042311,01:40:42.311,m,walk,0,,,,,,0,,,,,,,
6043861,01:40:43.861,m,walk,0,,,,,,0,,,,,,,
6044777,01:40:44.777,m,walk,0,,,,,,0,,,,,,,
6045239,01:40:45.239,m,walk,0,,,,,,0,,,,,,,
6045350,01:40:45.350,m,walk,0,,,,,,0,,,,,,,
6045706,01:40:45.706,m,walk,0,,,,,,0,,,,,,,
6045923,01:40:45.923,m,walk,0,,,,,,0,,,,,,,
6047690,01:40:47.690,m,walk,0,,,,,,0,,,,,,,
6048264,01:40:48.264,m,walk,0,,,,,,0,,,,,,,
6048666,01:40:48.666,m,walk,0,,,,,,0,,,,,,,
6048988,01:40:48.988,m,walk,0,,,,,,0,,,,,,,
6048992,01:40:48.992,m,walk,0,,,,,,0,,,,,,,
6049287,01:40:49.287,m,walk,0,,,,,,0,,,,,,,
6049659,01:40:49.659,m,walk,0,,,,,,0,,,,,,,
6051558,01:40:51.558,m,walk,0,,,,,,0,,,,,,,
6051864,01:40:51.864,m,walk,0,,,,,,0,,,,,,,
6052068,01:40:52.68,m,walk,0,,,,,,0,,,,,,,
6052340,01:40:52.340,m,walk,0,,,,,,0,,,,,,,
6053155,01:40:53.155,m,oh here,0,,,,,,0,,,,,,,
6053524,01:40:53.524,m,wait,0,,,,,,0,,,,,,,
6054175,01:40:54.175,m,let's look outside?,1,outside,,,,,0,,,,,,,
6054799,01:40:54.799,m,[sound effect],0,,,,,,0,,,,,,,
6057556,01:40:57.556,m,you look at all the buses,1,buses,,,,,1,you,,,,,,
6060935,01:41:00.935,m,how many buses do you see?,1,buses,,,,,1,you,,,,,,
6064529,01:41:04.529,m,you see two,0,,,,,,1,you,,,,,,
6065432,01:41:05.432,m,one,0,,,,,,0,,,,,,,
6065893,01:41:05.893,m,two,0,,,,,,0,,,,,,,
6067199,01:41:07.199,m,and there's another one back there,1,one,,,,,0,,,,,,,
6069340,01:41:09.340,m,three,0,,,,,,0,,,,,,,
6073472,01:41:13.472,m,okay,0,,,,,,0,,,,,,,
6073905,01:41:13.905,m,can you count to five?,0,,,,,,1,you,,,,,,
6076418,01:41:16.418,m,you wanna practice counting to five?,0,,,,,,1,you,,,,,,
6078466,01:41:18.466,m,one,0,,,,,,0,,,,,,,
6082216,01:41:22.216,m,that's the Christmas tree,1,christmastree,,,,,1,that,,,,,,
6084482,01:41:24.482,m,oh this,0,,,,,,1,this,,,,,,
6085811,01:41:25.811,m,these are little,0,,,,,,1,these,,,,,,
6088261,01:41:28.261,m,this will turn into xxx,0,,,,,,1,this,,,,,,
6089902,01:41:29.902,m,if they were xxx,0,,,,,,1,they,,,,,,
6095823,01:41:35.823,m,yeah,0,,,,,,0,,,,,,,
6097281,01:41:37.281,m,they are a little baby xxx,1,baby,,,,,1,they,,,,,,
6101832,01:41:41.832,m,should we see if this tree has water?,2,tree,water,,,,2,we,this,,,,,
6106979,01:41:46.979,m,yeah it xxx,0,,,,,,1,it,,,,,,
6108839,01:41:48.839,m,should we get the tree some water?,2,tree,water,,,,1,we,,,,,,
6111070,01:41:51.70,m,okay,0,,,,,,0,,,,,,,
6111631,01:41:51.631,m,lets get the tree some water,2,tree,water,,,,0,,,,,,,
6116124,01:41:56.124,m,leave that,0,,,,,,1,that,,,,,,
6116930,01:41:56.930,m,leave that white thing alone,1,thing,,,,,1,that,,,,,,
6118081,01:41:58.81,m,there,0,,,,,,0,,,,,,,
6120652,01:42:00.652,m,wait let me get some water for the tree,2,water,tree,,,,1,me,,,,,,
6124650,01:42:04.650,m,come on,0,,,,,,0,,,,,,,
6128807,01:42:08.807,m,come on,0,,,,,,0,,,,,,,
6150599,01:42:30.599,m,xxx,0,,,,,,0,,,,,,,
6151590,01:42:31.590,m,you sitting in your potty,1,potty,,,,,2,you,your,,,,,
6164857,01:42:44.857,m,okay,0,,,,,,0,,,,,,,
6170284,01:42:50.284,m,yeah,0,,,,,,0,,,,,,,
6170843,01:42:50.843,m,give the tree some water,2,tree,water,,,,0,,,,,,,
6173235,01:42:53.235,m,lets give these plants some water too,2,plants,water,,,,1,these,,,,,,
6187966,01:43:07.966,m,ah,0,,,,,,0,,,,,,,
6198527,01:43:18.527,m,you wanna do peek a boo in the room?,2,peekaboo,room,,,,1,you,,,,,,
6201362,01:43:21.362,m,where?,0,,,,,,0,,,,,,,
6204121,01:43:24.121,m,in the bedroom?,1,bedroom,,,,,0,,,,,,,
6205720,01:43:25.720,m,in momma's room?,1,mommaroom,,,,,0,,,,,,,
6207764,01:43:27.764,m,peek a boo?,1,peekaboo,,,,,0,,,,,,,
6210273,01:43:30.273,m,okay,0,,,,,,0,,,,,,,
6217470,01:43:37.470,m,okay,0,,,,,,0,,,,,,,
6217497,01:43:37.497,m,you wanna do peek a boo behind the door?,2,peekaboo,door,,,,1,you,,,,,,
6220080,01:43:40.80,m,oh,0,,,,,,0,,,,,,,
6223029,01:43:43.29,m,where is Emilia?,1,emilia,,,,,0,,,,,,,
6225200,01:43:45.200,m,where is Emilia?,1,emilia,,,,,0,,,,,,,
6226375,01:43:46.375,m,I can't find her,0,,,,,,2,i,her,,,,,
6230900,01:43:50.900,m,there she is,0,,,,,,1,she,,,,,,
6235735,01:43:55.735,m,where is that Emilia?,1,emilia,,,,,1,that,,,,,,
6239487,01:43:59.487,m,ha ha ha,0,,,,,,0,,,,,,,
6241164,01:44:01.164,m,there she is,0,,,,,,1,she,,,,,,
6244509,01:44:04.509,m,oh,0,,,,,,0,,,,,,,
6245220,01:44:05.220,m,wait,0,,,,,,0,,,,,,,
